Function,Hardware Event Count:INST_RETIRED.ANY,Hardware Event Count:CPU_CLK_UNHALTED.THREAD,Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC,Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK,Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.ALL_STORES_PS,Hardware Event Count:MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Hardware Event Count:OCR.ALL_READS.L3_MISS_LOCAL_DRAM.ANY_SNOOP,Hardware Event Count:OCR.ALL_READS.L3_MISS_REMOTE_HOP1_DRAM.ANY_SNOOP,Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L3_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_MEM_ANY,Hardware Event Count:DTLB_LOAD_MISSES.STLB_HIT,Hardware Event Count:DTLB_LOAD_MISSES.WALK_ACTIVE,Hardware Event Count:DTLB_STORE_MISSES.STLB_HIT,Hardware Event Count:DTLB_STORE_MISSES.WALK_ACTIVE,Hardware Event Count:EXE_ACTIVITY.1_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.2_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.BOUND_ON_STORES,Hardware Event Count:EXE_ACTIVITY.EXE_BOUND_0_PORTS,Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4_PS,Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE,Hardware Event Count:INT_MISC.RECOVERY_CYCLES,Hardware Event Count:L1D_PEND_MISS.FB_FULL:cmask=1,Hardware Event Count:L1D_PEND_MISS.PENDING,Hardware Event Count:L2_RQSTS.RFO_HIT,Hardware Event Count:LD_BLOCKS.NO_SR,Hardware Event Count:LD_BLOCKS.STORE_FORWARD,Hardware Event Count:LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,Hardware Event Count:MEM_INST_RETIRED.LOCK_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_STORES_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_STORES_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.LOCAL_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_FWD,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_HITM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_PMM_PS,Hardware Event Count:MEM_LOAD_RETIRED.FB_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.LOCAL_PMM_PS,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HIT_OTHER_CORE_FWD,Hardware Event Count:OCR.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OCR.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.PF_L2_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OFFCORE_REQUESTS_BUFFER.SQ_FULL,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,Hardware Event Count:UOPS_ISSUED.ANY,Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS,Hardware Event Count:Total_Latency_MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Module,Function (Full),Source File,Start Address
task_tick_fair,4680280800,37682260800,31861911600,432012960,0,1440043200,384011520,0,0,0,32640047872,23040033792,25920038016,10560015488,34560050688,0,2256067680,0,0,0,0,0,0,0,21120030976,960001408,0,36480053504,0,0,0,0,0,0,0,0,0,0,0,0,48003360,96006720,0,0,0,96002880,0,192005760,0,72030240,240016800,0,0,0,0,0,0,0,0,960001408,19200028160,14400021120,9600014080,1920002816,0,vmlinux,task_tick_fair,[Unknown],0xffffffff94ed77c0
__update_load_avg_se,4140248400,4320259200,4320259200,0,0,576017280,672020160,14404320,0,0,3840005632,0,0,0,4800007040,0,0,0,0,0,0,0,0,0,1920002816,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,960001408,6720009856,4800007040,139241760,vmlinux,__update_load_avg_se,[Unknown],0xffffffff94ee7a00
copy_user_enhanced_fast_string,4140248400,20161209600,20161209600,144004320,96002880,432012960,864025920,57617280,0,0,9600014080,5760008448,2880004224,0,5760008448,0,48001440,0,240007200,2880004224,2880004224,0,1920002816,0,3840005632,0,1920002816,42240061952,288004320,288008640,0,1104033120,0,96002880,48001440,0,0,0,0,0,0,0,0,0,0,96002880,960001408,48001440,0,0,0,0,0,0,0,0,0,0,1920002816,3840005632,3840005632,0,16320023936,21120030976,1219565760,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffff9583c560
__cgroup_account_cputime,3960237600,8880532800,5580334800,96002880,0,4608138240,1248037440,57617280,0,0,3840005632,0,0,0,0,0,0,0,0,0,960001408,0,0,96006720,11520016896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800007040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13440019712,11520016896,446533920,vmlinux,__cgroup_account_cputime,[Unknown],0xffffffff94f51b20
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end",3960237600,2160129600,2160129600,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,1920002816,960001408,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,3840005632,0,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_end(void)",stl_tree.h,0x41fe65
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right",3960237600,3120187200,3240194400,0,0,43921317600,0,240072000,0,0,7680011264,0,0,0,0,0,0,0,0,960001408,960001408,0,0,0,3840005632,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,48003360,0,0,0,0,336010080,29760043648,3216096480,3648109440,0,0,0,0,0,0,0,0,0,0,0,0,0,4800007040,3840005632,2290286880,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_right(std::_Rb_tree_node_base*)",stl_tree.h,0x41fa90
__fget,3780226800,4080244800,1800108000,0,0,576017280,672020160,9602880,0,0,5760008448,0,0,0,0,0,0,0,0,0,0,0,0,0,4800007040,0,0,0,0,0,48001440,0,96006720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,62418720,vmlinux,__fget,[Unknown],0xffffffff950d7b60
__gnu_cxx::new_allocator<double>::deallocate,3780226800,1680100800,1260075600,0,0,0,2208066240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,960001408,2880004224,0,driverForGraphClustering,"__gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)",new_allocator.h,0x4334d7
__x86_indirect_thunk_rax,3780226800,2160129600,2160129600,0,0,0,0,0,0,0,5760008448,0,0,0,0,0,0,0,0,0,960001408,0,0,144010080,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,2880004224,0,vmlinux,__x86_indirect_thunk_rax,[Unknown],0xffffffff95c00ca0
get_page_from_freelist,3780226800,2880172800,3960237600,48001440,96002880,1872056160,1248037440,4801440,0,0,1920002816,0,1920002816,1920002816,1920002816,0,0,0,0,2880004224,0,0,0,0,1920002816,0,0,3840005632,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,144004320,960001408,48001440,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,960001408,5760008448,0,28808640,vmlinux,get_page_from_freelist,[Unknown],0xffffffff9500f520
__kmpc_atomic_float8_sub,3600216000,19441166400,18541112400,288008640,0,1872056160,576017280,0,48001440,48001440,19200028160,14400021120,10560015488,12480018304,21120030976,0,960028800,0,0,2880004224,2880004224,0,0,144010080,3840005632,1920002816,0,15360022528,0,0,0,48001440,144010080,0,0,0,0,0,0,0,144010080,96006720,0,0,0,48001440,3840005632,192005760,0,0,192013440,0,0,0,0,0,0,0,0,0,18240026752,0,15360022528,4800007040,0,libiomp5.so,__kmpc_atomic_float8_sub,kmp_atomic.cpp,0x45910
std::istream::seekg,3240194400,1440086400,1260075600,0,0,432012960,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,96002880,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,1920002816,0,libstdc++.so.6.0.26,"std::istream::seekg(long, std::_Ios_Seekdir)",[Unknown],0x111960
__pagevec_lru_add_fn,3060183600,1200072000,1080064800,0,0,864025920,384011520,4801440,0,0,1920002816,0,960001408,0,0,0,0,0,0,0,960001408,0,0,0,960001408,0,0,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760008448,3840005632,33610080,vmlinux,__pagevec_lru_add_fn,[Unknown],0xffffffff9501a370
__update_load_avg_cfs_rq,2880172800,6240374400,3960237600,192005760,0,576017280,864025920,4801440,0,0,3840005632,2880004224,1920002816,1920002816,1920002816,0,0,0,0,960001408,1920002816,0,960001408,48003360,2880004224,0,0,7680011264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,2880004224,5760008448,76823040,vmlinux,__update_load_avg_cfs_rq,[Unknown],0xffffffff94ee7ca0
activate_page,2880172800,1200072000,0,0,0,1008030240,0,4801440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,1920002816,43212960,vmlinux,activate_page,[Unknown],0xffffffff9501acf0
"std::vector<double, std::allocator<double>>::emplace_back<double>",2880172800,3600216000,2340140400,0,0,432012960,0,81624480,0,0,3840005632,0,0,0,0,0,0,0,0,960001408,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,8640012672,576172800,driverForGraphClustering,"void std::vector<double, std::allocator<double>>::emplace_back<double>(double&&)",stl_vector.h,0x43312c
new_sync_read,2700162000,1200072000,720043200,0,0,720021600,384011520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,3840005632,0,vmlinux,new_sync_read,[Unknown],0xffffffff950b3920
__fsnotify_parent,2520151200,960057600,360021600,0,0,720021600,0,14404320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,960001408,153646080,vmlinux,__fsnotify_parent,[Unknown],0xffffffff95102140
std::istream::sentry::sentry,2520151200,1200072000,900054000,0,0,144004320,576017280,14404320,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,1094728320,libstdc++.so.6.0.26,"std::istream::sentry::sentry(std::istream&, bool)",[Unknown],0x1100f0
alloc_perturb,2340140400,2160129600,1080064800,0,0,11520345600,0,38411520,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11520016896,48001440,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,268880640,libc-2.29.so,alloc_perturb,malloc.c,0x975ca
mutex_unlock,2340140400,960057600,360021600,48001440,0,1584047520,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,0,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,2880004224,0,vmlinux,mutex_unlock,[Unknown],0xffffffff9584c560
rcu_note_context_switch,2340140400,6240374400,3600216000,48001440,48001440,2880086400,288008640,96028800,0,0,1920002816,0,0,0,0,0,0,0,0,960001408,2880004224,0,0,144010080,7680011264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600014080,2880004224,744223200,vmlinux,rcu_note_context_switch,[Unknown],0xffffffff94f12930
__mod_zone_page_state,2160129600,480028800,720043200,48001440,0,144004320,192005760,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,vmlinux,__mod_zone_page_state,[Unknown],0xffffffff9502dc70
_raw_spin_unlock_irqrestore,2160129600,1440086400,180010800,0,0,432012960,0,0,0,0,1920002816,0,960001408,0,0,0,0,0,0,960001408,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,_raw_spin_unlock_irqrestore,[Unknown],0xffffffff958501e0
main$omp$parallel@211,2160129600,1680100800,2520151200,0,48001440,144004320,0,0,0,0,1920002816,0,0,0,960001408,0,0,0,0,0,960001408,0,0,0,4800007040,0,960001408,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,960001408,2880004224,0,0,driverForGraphClustering,main$omp$parallel@211,driverForGraphClustering.cpp,0x4058c9
xas_start,2160129600,960057600,900054000,0,0,864025920,288008640,0,0,0,3840005632,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,vmlinux,xas_start,[Unknown],0xffffffff95839b10
copy_page_to_iter,1980118800,1920115200,1260075600,0,48001440,432012960,288008640,24007200,0,0,1920002816,0,0,0,960001408,0,0,0,0,0,960001408,0,960001408,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,1920002816,168050400,vmlinux,copy_page_to_iter,[Unknown],0xffffffff952ea050
fput_many,1980118800,1920115200,900054000,0,0,144004320,384011520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,1920002816,0,vmlinux,fput_many,[Unknown],0xffffffff950b7d00
kmp_basic_flag_native<unsigned long long>::notdone_check,1980118800,2880172800,3060183600,48001440,0,1008030240,0,5416024320,0,0,5760008448,960001408,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,1920002816,2880004224,37595275200,libiomp5.so,kmp_basic_flag_native<unsigned long long>::notdone_check(void),kmp_wait_release.h,0x6253a
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left",1980118800,3120187200,1800108000,0,0,15264457920,0,316895040,0,0,1920002816,0,0,0,960001408,0,48001440,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344040320,16320023936,240007200,336010080,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,960001408,2880864000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left(std::_Rb_tree_node_base*)",stl_tree.h,0x41faf6
xas_store,1980118800,0,540032400,0,0,144004320,288008640,9602880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,67220160,vmlinux,xas_store,[Unknown],0xffffffff9583b030
__alloc_pages_nodemask,1800108000,1200072000,900054000,48001440,48001440,288008640,384011520,4801440,0,0,1920002816,0,0,0,960001408,0,0,0,0,0,960001408,0,0,0,960001408,0,0,0,0,0,0,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,960001408,0,38411520,vmlinux,__alloc_pages_nodemask,[Unknown],0xffffffff95011a00
_raw_spin_lock_irq,1800108000,2160129600,1980118800,0,0,288008640,96002880,0,0,0,1920002816,0,0,0,960001408,0,48001440,0,0,960001408,0,0,0,0,5760008448,0,0,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,960001408,2880004224,0,vmlinux,_raw_spin_lock_irq,[Unknown],0xffffffff95850590
ktime_get,1800108000,32401944000,21241274400,384011520,0,144004320,288008640,4801440,0,0,38400056320,12480018304,8640012672,0,25920038016,0,960028800,0,0,0,0,0,3840005632,48003360,15360022528,960001408,0,15360022528,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360022528,960001408,3840005632,960001408,33610080,vmlinux,ktime_get,[Unknown],0xffffffff94f25d90
__handle_mm_fault,1620097200,3120187200,2340140400,0,0,288008640,288008640,4801440,0,0,0,960001408,0,960001408,960001408,0,336010080,0,0,0,0,2880004224,0,0,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144004320,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,3840005632,0,120036000,vmlinux,__handle_mm_fault,[Unknown],0xffffffff95048830
ext4_mpage_readpages,1620097200,240014400,1800108000,48001440,0,720021600,480014400,4801440,0,0,5760008448,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,1920002816,3840005632,33610080,vmlinux,ext4_mpage_readpages,[Unknown],0xffffffff95197b80
hrtimer_active,1620097200,6720403200,6840410400,48001440,0,288008640,0,9602880,96002880,0,5760008448,3840005632,1920002816,1920002816,3840005632,0,96002880,0,0,0,0,0,0,0,960001408,0,0,17280025344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24010080,0,0,0,0,0,0,0,0,0,960001408,3840005632,960001408,2880004224,1920002816,945883680,vmlinux,hrtimer_active,[Unknown],0xffffffff94f22c80
release_pages,1620097200,1680100800,720043200,0,0,0,192005760,4801440,0,0,3840005632,0,0,0,960001408,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,2880004224,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,960001408,33610080,vmlinux,release_pages,[Unknown],0xffffffff9501a650
sched_clock_cpu,1620097200,3840230400,2520151200,0,0,864025920,0,43212960,0,0,3840005632,0,960001408,0,960001408,0,288008640,0,0,960001408,0,0,0,192013440,2880004224,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,3840005632,331299360,vmlinux,sched_clock_cpu,[Unknown],0xffffffff94eccd50
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",1620097200,1680100800,1260075600,0,0,0,0,0,48001440,48001440,3840005632,0,0,0,960001408,0,0,0,0,1920002816,0,0,0,48003360,1920002816,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,2880004224,0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x43efa2
"std::vector<double, std::allocator<double>>::operator[]",1620097200,5040302400,4140248400,96002880,0,9216276480,0,129638880,0,0,1920002816,0,0,0,0,0,48001440,0,0,1920002816,2880004224,0,0,240016800,1920002816,0,0,0,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480018304,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,6720009856,3840005632,950685120,driverForGraphClustering,"std::vector<double, std::allocator<double>>::operator[](unsigned long)",stl_vector.h,0x43f341
__add_to_page_cache_locked,1440086400,480028800,540032400,48001440,0,144004320,288008640,4801440,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,33610080,vmlinux,__add_to_page_cache_locked,[Unknown],0xffffffff95004370
__hrtimer_next_event_base,1440086400,960057600,360021600,96002880,0,288008640,0,0,0,0,3840005632,0,0,0,960001408,0,0,0,0,960001408,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,vmlinux,__hrtimer_next_event_base,[Unknown],0xffffffff94f22d90
__memmove_avx_unaligned_erms,1440086400,3840230400,5940356400,96002880,96002880,432012960,192005760,9602880,0,0,1920002816,0,0,0,960001408,0,96002880,0,96002880,0,960001408,0,0,0,2880004224,0,0,0,0,48001440,0,576017280,0,144004320,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760008448,3840005632,100830240,libc-2.29.so,__memmove_avx_unaligned_erms,memmove-vec-unaligned-erms.S,0x189080
__mod_node_page_state,1440086400,1200072000,0,0,0,0,192005760,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,960001408,0,vmlinux,__mod_node_page_state,[Unknown],0xffffffff9502dcd0
__pthread_enable_asynccancel,1440086400,480028800,540032400,0,0,144004320,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,libpthread-2.29.so,__pthread_enable_asynccancel,cancellation.S,0x129e0
interrupt_entry,1440086400,8160489600,6120367200,144004320,0,288008640,864025920,9602880,0,0,5760008448,1920002816,0,0,960001408,0,0,0,2304069120,0,960001408,0,0,0,6720009856,0,0,19200028160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,960001408,0,1920002816,960001408,3840005632,7680011264,609782880,vmlinux,interrupt_entry,[Unknown],0xffffffff95a00880
rcu_all_qs,1440086400,1440086400,1260075600,0,0,144004320,288008640,14404320,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,2880004224,110433120,vmlinux,rcu_all_qs,[Unknown],0xffffffff94f121e0
try_charge,1440086400,2160129600,1800108000,0,0,0,288008640,0,0,0,1920002816,0,0,0,2880004224,0,0,0,0,0,0,1920002816,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,1920002816,0,vmlinux,try_charge,[Unknown],0xffffffff9509fb50
alloc_perturb,1260075600,960057600,540032400,0,0,1008030240,0,115234560,0,0,3840005632,0,0,0,0,0,0,48001440,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96002880,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,917075040,libc-2.29.so,alloc_perturb,malloc.c,0x96860
cpu_load_update,1260075600,720043200,1080064800,0,0,288008640,384011520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,960001408,0,vmlinux,cpu_load_update,[Unknown],0xffffffff94ecefc0
displayGraphCharacteristics,1260075600,720043200,360021600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,driverForGraphClustering,displayGraphCharacteristics(graph*),utilityFunctions.cpp,0x44e500
